index,iso_code,location,total_deaths,new_deaths,median_age,aged_70_older,date_formatted
94,AFG,Afghanistan,7.0,2.0,18.6,1.337,2020-04-06
95,AFG,Afghanistan,7.0,0.0,18.6,1.337,2020-04-07
96,AFG,Afghanistan,11.0,4.0,18.6,1.337,2020-04-08
97,AFG,Afghanistan,14.0,3.0,18.6,1.337,2020-04-09
98,AFG,Afghanistan,15.0,1.0,18.6,1.337,2020-04-10
99,AFG,Afghanistan,15.0,0.0,18.6,1.337,2020-04-11
100,AFG,Afghanistan,15.0,0.0,18.6,1.337,2020-04-12
101,AFG,Afghanistan,18.0,3.0,18.6,1.337,2020-04-13
102,AFG,Afghanistan,19.0,1.0,18.6,1.337,2020-04-14
103,AFG,Afghanistan,22.0,3.0,18.6,1.337,2020-04-15
104,AFG,Afghanistan,25.0,3.0,18.6,1.337,2020-04-16
105,AFG,Afghanistan,29.0,4.0,18.6,1.337,2020-04-17
106,AFG,Afghanistan,30.0,1.0,18.6,1.337,2020-04-18
107,AFG,Afghanistan,30.0,0.0,18.6,1.337,2020-04-19
108,AFG,Afghanistan,30.0,0.0,18.6,1.337,2020-04-20
109,AFG,Afghanistan,33.0,3.0,18.6,1.337,2020-04-21
110,AFG,Afghanistan,36.0,3.0,18.6,1.337,2020-04-22
111,AFG,Afghanistan,36.0,0.0,18.6,1.337,2020-04-23
112,AFG,Afghanistan,40.0,4.0,18.6,1.337,2020-04-24
113,AFG,Afghanistan,40.0,0.0,18.6,1.337,2020-04-25
114,AFG,Afghanistan,43.0,3.0,18.6,1.337,2020-04-26
115,AFG,Afghanistan,49.0,6.0,18.6,1.337,2020-04-27
116,AFG,Afghanistan,50.0,1.0,18.6,1.337,2020-04-28
117,AFG,Afghanistan,60.0,10.0,18.6,1.337,2020-04-29
118,AFG,Afghanistan,60.0,0.0,18.6,1.337,2020-04-30
119,AFG,Afghanistan,60.0,0.0,18.6,1.337,2020-05-01
120,AFG,Afghanistan,64.0,4.0,18.6,1.337,2020-05-02
121,AFG,Afghanistan,64.0,0.0,18.6,1.337,2020-05-03
122,AFG,Afghanistan,72.0,8.0,18.6,1.337,2020-05-04
123,AFG,Afghanistan,72.0,0.0,18.6,1.337,2020-05-05
124,AFG,Afghanistan,72.0,0.0,18.6,1.337,2020-05-06
125,AFG,Afghanistan,95.0,23.0,18.6,1.337,2020-05-07
126,AFG,Afghanistan,104.0,9.0,18.6,1.337,2020-05-08
127,AFG,Afghanistan,105.0,1.0,18.6,1.337,2020-05-09
128,AFG,Afghanistan,105.0,0.0,18.6,1.337,2020-05-10
129,AFG,Afghanistan,115.0,10.0,18.6,1.337,2020-05-11
130,AFG,Afghanistan,119.0,4.0,18.6,1.337,2020-05-12
131,AFG,Afghanistan,121.0,2.0,18.6,1.337,2020-05-13
132,AFG,Afghanistan,127.0,6.0,18.6,1.337,2020-05-14
133,AFG,Afghanistan,132.0,5.0,18.6,1.337,2020-05-15
134,AFG,Afghanistan,136.0,4.0,18.6,1.337,2020-05-16
135,AFG,Afghanistan,153.0,17.0,18.6,1.337,2020-05-17
136,AFG,Afghanistan,168.0,15.0,18.6,1.337,2020-05-18
137,AFG,Afghanistan,169.0,1.0,18.6,1.337,2020-05-19
138,AFG,Afghanistan,173.0,4.0,18.6,1.337,2020-05-20
139,AFG,Afghanistan,177.0,4.0,18.6,1.337,2020-05-21
140,AFG,Afghanistan,189.0,12.0,18.6,1.337,2020-05-22
141,AFG,Afghanistan,201.0,12.0,18.6,1.337,2020-05-23
142,AFG,Afghanistan,211.0,10.0,18.6,1.337,2020-05-24
143,AFG,Afghanistan,218.0,7.0,18.6,1.337,2020-05-25
144,AFG,Afghanistan,219.0,1.0,18.6,1.337,2020-05-26
145,AFG,Afghanistan,220.0,1.0,18.6,1.337,2020-05-27
146,AFG,Afghanistan,226.0,6.0,18.6,1.337,2020-05-28
147,AFG,Afghanistan,235.0,9.0,18.6,1.337,2020-05-29
148,AFG,Afghanistan,246.0,11.0,18.6,1.337,2020-05-30
149,AFG,Afghanistan,248.0,2.0,18.6,1.337,2020-05-31
150,AFG,Afghanistan,250.0,2.0,18.6,1.337,2020-06-01
151,AFG,Afghanistan,265.0,15.0,18.6,1.337,2020-06-02
152,AFG,Afghanistan,270.0,5.0,18.6,1.337,2020-06-03
153,AFG,Afghanistan,294.0,24.0,18.6,1.337,2020-06-04
154,AFG,Afghanistan,299.0,5.0,18.6,1.337,2020-06-05
155,AFG,Afghanistan,309.0,10.0,18.6,1.337,2020-06-06
156,AFG,Afghanistan,327.0,18.0,18.6,1.337,2020-06-07
157,AFG,Afghanistan,357.0,30.0,18.6,1.337,2020-06-08
158,AFG,Afghanistan,369.0,12.0,18.6,1.337,2020-06-09
159,AFG,Afghanistan,376.0,7.0,18.6,1.337,2020-06-10
160,AFG,Afghanistan,405.0,29.0,18.6,1.337,2020-06-11
161,AFG,Afghanistan,426.0,21.0,18.6,1.337,2020-06-12
162,AFG,Afghanistan,446.0,20.0,18.6,1.337,2020-06-13
163,AFG,Afghanistan,451.0,5.0,18.6,1.337,2020-06-14
164,AFG,Afghanistan,471.0,20.0,18.6,1.337,2020-06-15
165,AFG,Afghanistan,476.0,5.0,18.6,1.337,2020-06-16
166,AFG,Afghanistan,484.0,8.0,18.6,1.337,2020-06-17
167,AFG,Afghanistan,504.0,20.0,18.6,1.337,2020-06-18
168,AFG,Afghanistan,546.0,42.0,18.6,1.337,2020-06-19
169,AFG,Afghanistan,548.0,2.0,18.6,1.337,2020-06-20
170,AFG,Afghanistan,548.0,0.0,18.6,1.337,2020-06-21
171,AFG,Afghanistan,581.0,33.0,18.6,1.337,2020-06-22
172,AFG,Afghanistan,598.0,17.0,18.6,1.337,2020-06-23
173,AFG,Afghanistan,618.0,20.0,18.6,1.337,2020-06-24
174,AFG,Afghanistan,639.0,21.0,18.6,1.337,2020-06-25
175,AFG,Afghanistan,675.0,36.0,18.6,1.337,2020-06-26
176,AFG,Afghanistan,680.0,5.0,18.6,1.337,2020-06-27
177,AFG,Afghanistan,703.0,23.0,18.6,1.337,2020-06-28
178,AFG,Afghanistan,729.0,26.0,18.6,1.337,2020-06-29
179,AFG,Afghanistan,733.0,4.0,18.6,1.337,2020-06-30
180,AFG,Afghanistan,735.0,2.0,18.6,1.337,2020-07-01
181,AFG,Afghanistan,774.0,39.0,18.6,1.337,2020-07-02
182,AFG,Afghanistan,807.0,33.0,18.6,1.337,2020-07-03
183,AFG,Afghanistan,819.0,12.0,18.6,1.337,2020-07-04
184,AFG,Afghanistan,826.0,7.0,18.6,1.337,2020-07-05
185,AFG,Afghanistan,864.0,38.0,18.6,1.337,2020-07-06
186,AFG,Afghanistan,887.0,23.0,18.6,1.337,2020-07-07
187,AFG,Afghanistan,920.0,33.0,18.6,1.337,2020-07-08
188,AFG,Afghanistan,936.0,16.0,18.6,1.337,2020-07-09
189,AFG,Afghanistan,937.0,1.0,18.6,1.337,2020-07-10
190,AFG,Afghanistan,971.0,34.0,18.6,1.337,2020-07-11
191,AFG,Afghanistan,975.0,4.0,18.6,1.337,2020-07-12
192,AFG,Afghanistan,1010.0,35.0,18.6,1.337,2020-07-13
193,AFG,Afghanistan,1012.0,2.0,18.6,1.337,2020-07-14
194,AFG,Afghanistan,1045.0,33.0,18.6,1.337,2020-07-15
195,AFG,Afghanistan,1094.0,49.0,18.6,1.337,2020-07-16
196,AFG,Afghanistan,1113.0,19.0,18.6,1.337,2020-07-17
197,AFG,Afghanistan,1147.0,34.0,18.6,1.337,2020-07-18
198,AFG,Afghanistan,1147.0,0.0,18.6,1.337,2020-07-19
199,AFG,Afghanistan,1181.0,34.0,18.6,1.337,2020-07-20
200,AFG,Afghanistan,1183.0,2.0,18.6,1.337,2020-07-21
201,AFG,Afghanistan,1184.0,1.0,18.6,1.337,2020-07-22
202,AFG,Afghanistan,1190.0,6.0,18.6,1.337,2020-07-23
203,AFG,Afghanistan,1211.0,21.0,18.6,1.337,2020-07-24
204,AFG,Afghanistan,1225.0,14.0,18.6,1.337,2020-07-25
205,AFG,Afghanistan,1246.0,21.0,18.6,1.337,2020-07-26
206,AFG,Afghanistan,1259.0,13.0,18.6,1.337,2020-07-27
207,AFG,Afghanistan,1269.0,10.0,18.6,1.337,2020-07-28
208,AFG,Afghanistan,1270.0,1.0,18.6,1.337,2020-07-29
209,AFG,Afghanistan,1271.0,1.0,18.6,1.337,2020-07-30
210,AFG,Afghanistan,1271.0,0.0,18.6,1.337,2020-07-31
211,AFG,Afghanistan,1271.0,0.0,18.6,1.337,2020-08-01
212,AFG,Afghanistan,1283.0,12.0,18.6,1.337,2020-08-02
213,AFG,Afghanistan,1283.0,0.0,18.6,1.337,2020-08-03
214,AFG,Afghanistan,1283.0,0.0,18.6,1.337,2020-08-04
215,AFG,Afghanistan,1288.0,5.0,18.6,1.337,2020-08-05
216,AFG,Afghanistan,1294.0,6.0,18.6,1.337,2020-08-06
217,AFG,Afghanistan,1298.0,4.0,18.6,1.337,2020-08-07
218,AFG,Afghanistan,1298.0,0.0,18.6,1.337,2020-08-08
219,AFG,Afghanistan,1307.0,9.0,18.6,1.337,2020-08-09
220,AFG,Afghanistan,1312.0,5.0,18.6,1.337,2020-08-10
221,AFG,Afghanistan,1312.0,0.0,18.6,1.337,2020-08-11
222,AFG,Afghanistan,1344.0,32.0,18.6,1.337,2020-08-12
223,AFG,Afghanistan,1354.0,10.0,18.6,1.337,2020-08-13
224,AFG,Afghanistan,1363.0,9.0,18.6,1.337,2020-08-14
225,AFG,Afghanistan,1363.0,0.0,18.6,1.337,2020-08-15
226,AFG,Afghanistan,1370.0,7.0,18.6,1.337,2020-08-16
227,AFG,Afghanistan,1375.0,5.0,18.6,1.337,2020-08-17
228,AFG,Afghanistan,1375.0,0.0,18.6,1.337,2020-08-18
229,AFG,Afghanistan,1375.0,0.0,18.6,1.337,2020-08-19
230,AFG,Afghanistan,1375.0,0.0,18.6,1.337,2020-08-20
231,AFG,Afghanistan,1383.0,8.0,18.6,1.337,2020-08-21
232,AFG,Afghanistan,1385.0,2.0,18.6,1.337,2020-08-22
233,AFG,Afghanistan,1385.0,0.0,18.6,1.337,2020-08-23
234,AFG,Afghanistan,1385.0,0.0,18.6,1.337,2020-08-24
235,AFG,Afghanistan,1387.0,2.0,18.6,1.337,2020-08-25
236,AFG,Afghanistan,1397.0,10.0,18.6,1.337,2020-08-26
237,AFG,Afghanistan,1401.0,4.0,18.6,1.337,2020-08-27
238,AFG,Afghanistan,1401.0,0.0,18.6,1.337,2020-08-28
239,AFG,Afghanistan,1402.0,1.0,18.6,1.337,2020-08-29
240,AFG,Afghanistan,1402.0,0.0,18.6,1.337,2020-08-30
241,AFG,Afghanistan,1402.0,0.0,18.6,1.337,2020-08-31
242,AFG,Afghanistan,1402.0,0.0,18.6,1.337,2020-09-01
243,AFG,Afghanistan,1406.0,4.0,18.6,1.337,2020-09-02
244,AFG,Afghanistan,1409.0,3.0,18.6,1.337,2020-09-03
245,AFG,Afghanistan,1409.0,0.0,18.6,1.337,2020-09-04
246,AFG,Afghanistan,1409.0,0.0,18.6,1.337,2020-09-05
247,AFG,Afghanistan,1409.0,0.0,18.6,1.337,2020-09-06
248,AFG,Afghanistan,1412.0,3.0,18.6,1.337,2020-09-07
249,AFG,Afghanistan,1415.0,3.0,18.6,1.337,2020-09-08
250,AFG,Afghanistan,1418.0,3.0,18.6,1.337,2020-09-09
251,AFG,Afghanistan,1420.0,2.0,18.6,1.337,2020-09-10
252,AFG,Afghanistan,1420.0,0.0,18.6,1.337,2020-09-11
253,AFG,Afghanistan,1420.0,0.0,18.6,1.337,2020-09-12
254,AFG,Afghanistan,1420.0,0.0,18.6,1.337,2020-09-13
255,AFG,Afghanistan,1420.0,0.0,18.6,1.337,2020-09-14
256,AFG,Afghanistan,1425.0,5.0,18.6,1.337,2020-09-15
257,AFG,Afghanistan,1426.0,1.0,18.6,1.337,2020-09-16
258,AFG,Afghanistan,1436.0,10.0,18.6,1.337,2020-09-17
259,AFG,Afghanistan,1436.0,0.0,18.6,1.337,2020-09-18
260,AFG,Afghanistan,1437.0,1.0,18.6,1.337,2020-09-19
261,AFG,Afghanistan,1437.0,0.0,18.6,1.337,2020-09-20
262,AFG,Afghanistan,1441.0,4.0,18.6,1.337,2020-09-21
263,AFG,Afghanistan,1444.0,3.0,18.6,1.337,2020-09-22
264,AFG,Afghanistan,1445.0,1.0,18.6,1.337,2020-09-23
265,AFG,Afghanistan,1446.0,1.0,18.6,1.337,2020-09-24
266,AFG,Afghanistan,1451.0,5.0,18.6,1.337,2020-09-25
267,AFG,Afghanistan,1451.0,0.0,18.6,1.337,2020-09-26
268,AFG,Afghanistan,1453.0,2.0,18.6,1.337,2020-09-27
269,AFG,Afghanistan,1453.0,0.0,18.6,1.337,2020-09-28
270,AFG,Afghanistan,1456.0,3.0,18.6,1.337,2020-09-29
271,AFG,Afghanistan,1458.0,2.0,18.6,1.337,2020-09-30
272,AFG,Afghanistan,1458.0,0.0,18.6,1.337,2020-10-01
273,AFG,Afghanistan,1458.0,0.0,18.6,1.337,2020-10-02
274,AFG,Afghanistan,1458.0,0.0,18.6,1.337,2020-10-03
275,AFG,Afghanistan,1462.0,4.0,18.6,1.337,2020-10-04
276,AFG,Afghanistan,1462.0,0.0,18.6,1.337,2020-10-05
277,AFG,Afghanistan,1466.0,4.0,18.6,1.337,2020-10-06
278,AFG,Afghanistan,1467.0,1.0,18.6,1.337,2020-10-07
279,AFG,Afghanistan,1469.0,2.0,18.6,1.337,2020-10-08
280,AFG,Afghanistan,1470.0,1.0,18.6,1.337,2020-10-09
281,AFG,Afghanistan,1472.0,2.0,18.6,1.337,2020-10-10
282,AFG,Afghanistan,1473.0,1.0,18.6,1.337,2020-10-11
283,AFG,Afghanistan,1477.0,4.0,18.6,1.337,2020-10-12
284,AFG,Afghanistan,1479.0,2.0,18.6,1.337,2020-10-13
285,AFG,Afghanistan,1480.0,1.0,18.6,1.337,2020-10-14
286,AFG,Afghanistan,1481.0,1.0,18.6,1.337,2020-10-15
287,AFG,Afghanistan,1481.0,0.0,18.6,1.337,2020-10-16
288,AFG,Afghanistan,1485.0,4.0,18.6,1.337,2020-10-17
289,AFG,Afghanistan,1488.0,3.0,18.6,1.337,2020-10-18
290,AFG,Afghanistan,1492.0,4.0,18.6,1.337,2020-10-19
291,AFG,Afghanistan,1497.0,5.0,18.6,1.337,2020-10-20
292,AFG,Afghanistan,1499.0,2.0,18.6,1.337,2020-10-21
293,AFG,Afghanistan,1501.0,2.0,18.6,1.337,2020-10-22
294,AFG,Afghanistan,1505.0,4.0,18.6,1.337,2020-10-23
295,AFG,Afghanistan,1507.0,2.0,18.6,1.337,2020-10-24
296,AFG,Afghanistan,1511.0,4.0,18.6,1.337,2020-10-25
297,AFG,Afghanistan,1514.0,3.0,18.6,1.337,2020-10-26
298,AFG,Afghanistan,1518.0,4.0,18.6,1.337,2020-10-27
299,AFG,Afghanistan,1523.0,5.0,18.6,1.337,2020-10-28
300,AFG,Afghanistan,1529.0,6.0,18.6,1.337,2020-10-29
301,AFG,Afghanistan,1532.0,3.0,18.6,1.337,2020-10-30
302,AFG,Afghanistan,1533.0,1.0,18.6,1.337,2020-10-31
303,AFG,Afghanistan,1536.0,3.0,18.6,1.337,2020-11-01
304,AFG,Afghanistan,1536.0,0.0,18.6,1.337,2020-11-02
305,AFG,Afghanistan,1541.0,5.0,18.6,1.337,2020-11-03
306,AFG,Afghanistan,1544.0,3.0,18.6,1.337,2020-11-04
307,AFG,Afghanistan,1548.0,4.0,18.6,1.337,2020-11-05
308,AFG,Afghanistan,1554.0,6.0,18.6,1.337,2020-11-06
309,AFG,Afghanistan,1554.0,0.0,18.6,1.337,2020-11-07
310,AFG,Afghanistan,1556.0,2.0,18.6,1.337,2020-11-08
311,AFG,Afghanistan,1562.0,6.0,18.6,1.337,2020-11-09
312,AFG,Afghanistan,1574.0,12.0,18.6,1.337,2020-11-10
313,AFG,Afghanistan,1577.0,3.0,18.6,1.337,2020-11-11
314,AFG,Afghanistan,1581.0,4.0,18.6,1.337,2020-11-12
315,AFG,Afghanistan,1591.0,10.0,18.6,1.337,2020-11-13
316,AFG,Afghanistan,1595.0,4.0,18.6,1.337,2020-11-14
317,AFG,Afghanistan,1605.0,10.0,18.6,1.337,2020-11-15
318,AFG,Afghanistan,1617.0,12.0,18.6,1.337,2020-11-16
319,AFG,Afghanistan,1626.0,9.0,18.6,1.337,2020-11-17
320,AFG,Afghanistan,1638.0,12.0,18.6,1.337,2020-11-18
321,AFG,Afghanistan,1645.0,7.0,18.6,1.337,2020-11-19
322,AFG,Afghanistan,1650.0,5.0,18.6,1.337,2020-11-20
323,AFG,Afghanistan,1661.0,11.0,18.6,1.337,2020-11-21
324,AFG,Afghanistan,1675.0,14.0,18.6,1.337,2020-11-22
325,AFG,Afghanistan,1687.0,12.0,18.6,1.337,2020-11-23
326,AFG,Afghanistan,1695.0,8.0,18.6,1.337,2020-11-24
327,AFG,Afghanistan,1712.0,17.0,18.6,1.337,2020-11-25
328,AFG,Afghanistan,1725.0,13.0,18.6,1.337,2020-11-26
329,AFG,Afghanistan,1737.0,12.0,18.6,1.337,2020-11-27
330,AFG,Afghanistan,1740.0,3.0,18.6,1.337,2020-11-28
331,AFG,Afghanistan,1752.0,12.0,18.6,1.337,2020-11-29
332,AFG,Afghanistan,1763.0,11.0,18.6,1.337,2020-11-30
333,AFG,Afghanistan,1774.0,11.0,18.6,1.337,2020-12-01
334,AFG,Afghanistan,1795.0,21.0,18.6,1.337,2020-12-02
335,AFG,Afghanistan,1822.0,27.0,18.6,1.337,2020-12-03
336,AFG,Afghanistan,1841.0,19.0,18.6,1.337,2020-12-04
337,AFG,Afghanistan,1847.0,6.0,18.6,1.337,2020-12-05
338,AFG,Afghanistan,1865.0,18.0,18.6,1.337,2020-12-06
339,AFG,Afghanistan,1875.0,10.0,18.6,1.337,2020-12-07
340,AFG,Afghanistan,1902.0,27.0,18.6,1.337,2020-12-08
341,AFG,Afghanistan,1908.0,6.0,18.6,1.337,2020-12-09
342,AFG,Afghanistan,1921.0,13.0,18.6,1.337,2020-12-10
343,AFG,Afghanistan,1939.0,18.0,18.6,1.337,2020-12-11
344,AFG,Afghanistan,1949.0,10.0,18.6,1.337,2020-12-12
345,AFG,Afghanistan,1960.0,11.0,18.6,1.337,2020-12-13
346,AFG,Afghanistan,1971.0,11.0,18.6,1.337,2020-12-14
347,AFG,Afghanistan,1975.0,4.0,18.6,1.337,2020-12-15
348,AFG,Afghanistan,2001.0,26.0,18.6,1.337,2020-12-16
349,AFG,Afghanistan,2017.0,16.0,18.6,1.337,2020-12-17
350,AFG,Afghanistan,2032.0,15.0,18.6,1.337,2020-12-18
351,AFG,Afghanistan,2037.0,5.0,18.6,1.337,2020-12-19
352,AFG,Afghanistan,2054.0,17.0,18.6,1.337,2020-12-20
353,AFG,Afghanistan,2074.0,20.0,18.6,1.337,2020-12-21
354,AFG,Afghanistan,2089.0,15.0,18.6,1.337,2020-12-22
355,AFG,Afghanistan,2105.0,16.0,18.6,1.337,2020-12-23
356,AFG,Afghanistan,2126.0,21.0,18.6,1.337,2020-12-24
357,AFG,Afghanistan,2135.0,9.0,18.6,1.337,2020-12-25
358,AFG,Afghanistan,2148.0,13.0,18.6,1.337,2020-12-26
359,AFG,Afghanistan,2158.0,10.0,18.6,1.337,2020-12-27
360,AFG,Afghanistan,2170.0,12.0,18.6,1.337,2020-12-28
361,AFG,Afghanistan,2182.0,12.0,18.6,1.337,2020-12-29
362,AFG,Afghanistan,2189.0,7.0,18.6,1.337,2020-12-30
363,AFG,Afghanistan,2189.0,0.0,18.6,1.337,2020-12-31
364,AFG,Afghanistan,2201.0,12.0,18.6,1.337,2021-01-01
365,AFG,Afghanistan,2211.0,10.0,18.6,1.337,2021-01-02
366,AFG,Afghanistan,2221.0,10.0,18.6,1.337,2021-01-03
367,AFG,Afghanistan,2230.0,9.0,18.6,1.337,2021-01-04
368,AFG,Afghanistan,2237.0,7.0,18.6,1.337,2021-01-05
369,AFG,Afghanistan,2244.0,7.0,18.6,1.337,2021-01-06
370,AFG,Afghanistan,2253.0,9.0,18.6,1.337,2021-01-07
371,AFG,Afghanistan,2257.0,4.0,18.6,1.337,2021-01-08
372,AFG,Afghanistan,2264.0,7.0,18.6,1.337,2021-01-09
373,AFG,Afghanistan,2277.0,13.0,18.6,1.337,2021-01-10
374,AFG,Afghanistan,2288.0,11.0,18.6,1.337,2021-01-11
375,AFG,Afghanistan,2301.0,13.0,18.6,1.337,2021-01-12
376,AFG,Afghanistan,2308.0,7.0,18.6,1.337,2021-01-13
377,AFG,Afghanistan,2314.0,6.0,18.6,1.337,2021-01-14
378,AFG,Afghanistan,2324.0,10.0,18.6,1.337,2021-01-15
379,AFG,Afghanistan,2336.0,12.0,18.6,1.337,2021-01-16
380,AFG,Afghanistan,2339.0,3.0,18.6,1.337,2021-01-17
381,AFG,Afghanistan,2343.0,4.0,18.6,1.337,2021-01-18
382,AFG,Afghanistan,2346.0,3.0,18.6,1.337,2021-01-19
383,AFG,Afghanistan,2354.0,8.0,18.6,1.337,2021-01-20
384,AFG,Afghanistan,2363.0,9.0,18.6,1.337,2021-01-21
385,AFG,Afghanistan,2370.0,7.0,18.6,1.337,2021-01-22
386,AFG,Afghanistan,2373.0,3.0,18.6,1.337,2021-01-23
387,AFG,Afghanistan,2378.0,5.0,18.6,1.337,2021-01-24
388,AFG,Afghanistan,2385.0,7.0,18.6,1.337,2021-01-25
389,AFG,Afghanistan,2389.0,4.0,18.6,1.337,2021-01-26
390,AFG,Afghanistan,2389.0,0.0,18.6,1.337,2021-01-27
391,AFG,Afghanistan,2397.0,8.0,18.6,1.337,2021-01-28
392,AFG,Afghanistan,2399.0,2.0,18.6,1.337,2021-01-29
393,AFG,Afghanistan,2400.0,1.0,18.6,1.337,2021-01-30
394,AFG,Afghanistan,2400.0,0.0,18.6,1.337,2021-01-31
395,AFG,Afghanistan,2404.0,4.0,18.6,1.337,2021-02-01
396,AFG,Afghanistan,2405.0,1.0,18.6,1.337,2021-02-02
397,AFG,Afghanistan,2406.0,1.0,18.6,1.337,2021-02-03
398,AFG,Afghanistan,2407.0,1.0,18.6,1.337,2021-02-04
399,AFG,Afghanistan,2407.0,0.0,18.6,1.337,2021-02-05
400,AFG,Afghanistan,2408.0,1.0,18.6,1.337,2021-02-06
401,AFG,Afghanistan,2410.0,2.0,18.6,1.337,2021-02-07
402,AFG,Afghanistan,2413.0,3.0,18.6,1.337,2021-02-08
403,AFG,Afghanistan,2414.0,1.0,18.6,1.337,2021-02-09
404,AFG,Afghanistan,2418.0,4.0,18.6,1.337,2021-02-10
405,AFG,Afghanistan,2419.0,1.0,18.6,1.337,2021-02-11
406,AFG,Afghanistan,2424.0,5.0,18.6,1.337,2021-02-12
407,AFG,Afghanistan,2427.0,3.0,18.6,1.337,2021-02-13
408,AFG,Afghanistan,2427.0,0.0,18.6,1.337,2021-02-14
409,AFG,Afghanistan,2427.0,0.0,18.6,1.337,2021-02-15
410,AFG,Afghanistan,2428.0,1.0,18.6,1.337,2021-02-16
411,AFG,Afghanistan,2428.0,0.0,18.6,1.337,2021-02-17
412,AFG,Afghanistan,2430.0,2.0,18.6,1.337,2021-02-18
413,AFG,Afghanistan,2430.0,0.0,18.6,1.337,2021-02-19
414,AFG,Afghanistan,2430.0,0.0,18.6,1.337,2021-02-20
415,AFG,Afghanistan,2432.0,2.0,18.6,1.337,2021-02-21
416,AFG,Afghanistan,2433.0,1.0,18.6,1.337,2021-02-22
417,AFG,Afghanistan,2435.0,2.0,18.6,1.337,2021-02-23
418,AFG,Afghanistan,2436.0,1.0,18.6,1.337,2021-02-24
419,AFG,Afghanistan,2438.0,2.0,18.6,1.337,2021-02-25
420,AFG,Afghanistan,2442.0,4.0,18.6,1.337,2021-02-26
421,AFG,Afghanistan,2443.0,1.0,18.6,1.337,2021-02-27
422,AFG,Afghanistan,2443.0,0.0,18.6,1.337,2021-02-28
423,AFG,Afghanistan,2444.0,1.0,18.6,1.337,2021-03-01
424,AFG,Afghanistan,2446.0,2.0,18.6,1.337,2021-03-02
425,AFG,Afghanistan,2446.0,0.0,18.6,1.337,2021-03-03
426,AFG,Afghanistan,2446.0,0.0,18.6,1.337,2021-03-04
427,AFG,Afghanistan,2449.0,3.0,18.6,1.337,2021-03-05
428,AFG,Afghanistan,2449.0,0.0,18.6,1.337,2021-03-06
429,AFG,Afghanistan,2449.0,0.0,18.6,1.337,2021-03-07
430,AFG,Afghanistan,2451.0,2.0,18.6,1.337,2021-03-08
431,AFG,Afghanistan,2451.0,0.0,18.6,1.337,2021-03-09
432,AFG,Afghanistan,2451.0,0.0,18.6,1.337,2021-03-10
433,AFG,Afghanistan,2451.0,0.0,18.6,1.337,2021-03-11
434,AFG,Afghanistan,2454.0,3.0,18.6,1.337,2021-03-12
435,AFG,Afghanistan,2454.0,0.0,18.6,1.337,2021-03-13
436,AFG,Afghanistan,2457.0,3.0,18.6,1.337,2021-03-14
437,AFG,Afghanistan,2459.0,2.0,18.6,1.337,2021-03-15
438,AFG,Afghanistan,2460.0,1.0,18.6,1.337,2021-03-16
439,AFG,Afghanistan,2460.0,0.0,18.6,1.337,2021-03-17
440,AFG,Afghanistan,2462.0,2.0,18.6,1.337,2021-03-18
441,AFG,Afghanistan,2462.0,0.0,18.6,1.337,2021-03-19
442,AFG,Afghanistan,2462.0,0.0,18.6,1.337,2021-03-20
443,AFG,Afghanistan,2463.0,1.0,18.6,1.337,2021-03-21
444,AFG,Afghanistan,2464.0,1.0,18.6,1.337,2021-03-22
445,AFG,Afghanistan,2466.0,2.0,18.6,1.337,2021-03-23
446,AFG,Afghanistan,2466.0,0.0,18.6,1.337,2021-03-24
447,AFG,Afghanistan,2467.0,1.0,18.6,1.337,2021-03-25
448,AFG,Afghanistan,2467.0,0.0,18.6,1.337,2021-03-26
449,AFG,Afghanistan,2469.0,2.0,18.6,1.337,2021-03-27
450,AFG,Afghanistan,2470.0,1.0,18.6,1.337,2021-03-28
451,AFG,Afghanistan,2472.0,2.0,18.6,1.337,2021-03-29
452,AFG,Afghanistan,2476.0,4.0,18.6,1.337,2021-03-30
453,AFG,Afghanistan,2484.0,8.0,18.6,1.337,2021-03-31
454,AFG,Afghanistan,2489.0,5.0,18.6,1.337,2021-04-01
455,AFG,Afghanistan,2495.0,6.0,18.6,1.337,2021-04-02
456,AFG,Afghanistan,2496.0,1.0,18.6,1.337,2021-04-03
457,AFG,Afghanistan,2497.0,1.0,18.6,1.337,2021-04-04
458,AFG,Afghanistan,2508.0,11.0,18.6,1.337,2021-04-05
459,AFG,Afghanistan,2512.0,4.0,18.6,1.337,2021-04-06
460,AFG,Afghanistan,2512.0,0.0,18.6,1.337,2021-04-07
461,AFG,Afghanistan,2516.0,4.0,18.6,1.337,2021-04-08
462,AFG,Afghanistan,2521.0,5.0,18.6,1.337,2021-04-09
463,AFG,Afghanistan,2521.0,0.0,18.6,1.337,2021-04-10
464,AFG,Afghanistan,2521.0,0.0,18.6,1.337,2021-04-11
465,AFG,Afghanistan,2529.0,8.0,18.6,1.337,2021-04-12
466,AFG,Afghanistan,2529.0,0.0,18.6,1.337,2021-04-13
467,AFG,Afghanistan,2532.0,3.0,18.6,1.337,2021-04-14
468,AFG,Afghanistan,2533.0,1.0,18.6,1.337,2021-04-15
469,AFG,Afghanistan,2535.0,2.0,18.6,1.337,2021-04-16
470,AFG,Afghanistan,2539.0,4.0,18.6,1.337,2021-04-17
471,AFG,Afghanistan,2539.0,0.0,18.6,1.337,2021-04-18
472,AFG,Afghanistan,2546.0,7.0,18.6,1.337,2021-04-19
473,AFG,Afghanistan,2549.0,3.0,18.6,1.337,2021-04-20
